full_name;sex;birth_year;city;country;continent;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
Luisa Diogo;Female;1958;Tete Province;Mozambique;Africa;Politician;Government;Institutions;29;167619;5780;194.219
Bradley Cooper;Male;1975;Philadelphia;United States;North America;Actor;Film And Theatre;Arts;36;25936636;720462;194.216
Luís Enrique Martínez García;Male;1970;Gijón;Spain;Europe;Soccer Player;Team Sports;Sports;31;3023052;97518;194.199
Missy Elliott;Female;1971;Portsmouth;United States;North America;Singer;Music;Arts;30;7191076;239703;194.198
Adrian Năstase;Male;1950;Bucharest;Romania;Europe;Lawyer;Law;Business & Law;31;287251;9266;194.197
Julian Assange;Male;1971;Townsville;Australia;Oceania;Journalist;Language;Humanities;83;15181933;182915;194.187
Daddy Yankee;Male;1977;San Juan;Puerto Rico;North America;Singer;Music;Arts;30;12615904;420530;194.168
Princess Stéphanie of Monaco;Female;1965;Monaco;Monaco;Europe;Nobleman;Government;Institutions;27;4757823;176216;194.167
Archduke Karl of Austria;Male;1961;Starnberg;Germany;Europe;Politician;Government;Institutions;27;1412163;52302;194.157
Jan Fischer;Male;1951;Prague;Czech Republic;Europe;Politician;Government;Institutions;38;308025;8106;194.135
Jonathan Rhys Meyers;Male;1977;Drimnagh;Ireland;Europe;Actor;Film And Theatre;Arts;35;10716905;306197;194.064
Paul Bettany;Male;1971;Shepherd's Bush;United Kingdom;Europe;Actor;Film And Theatre;Arts;31;8858113;285746;194.048
Nathan Lane;Male;1956;Jersey City;United States;North America;Actor;Film And Theatre;Arts;29;3403191;117351;194.029
Nicolas Anelka;Male;1979;Le Chesnay;France;Europe;Soccer Player;Team Sports;Sports;53;10239149;193191;194.028
Queen Rania of Jordan;Female;1970;Kuwait City;Kuwait;Asia;Companion;Companions;Public Figure;38;5624122;148003;193.986
Gisele Bündchen;Female;1980;Três de Maio;Brazil;South America;Model;Media Personality;Public Figure;52;16507588;317454;193.985
Anna Faris;Female;1976;Baltimore;United States;North America;Actor;Film And Theatre;Arts;40;15177824;379446;193.936
Alizée;Female;1984;Ajaccio;France;Europe;Singer;Music;Arts;50;9278286;185566;193.934
J. Michael Straczynski;Male;1954;Paterson;United States;North America;Writer;Language;Humanities;28;1297501;46339;193.925
Justin Bieber;Male;1994;London;Canada;North America;Singer;Music;Arts;94;113558067;1208065;193.922
Rui Costa;Male;1972;Amadora;Portugal;Europe;Soccer Player;Team Sports;Sports;38;2026545;53330;193.878
Laura Dern;Female;1967;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;31;5418609;174794;193.868
Yasuhiro Yamashita;Male;1957;Kumamoto;Japan;Asia;Wrestler;Individual Sports;Sports;30;880323;29344;19.385
Jada Pinkett Smith;Female;1971;Baltimore;United States;North America;Actor;Film And Theatre;Arts;27;13451299;498196;193.845
Rafael Nadal;Male;1986;Manacor;Spain;Europe;Tennis Player;Individual Sports;Sports;85;31040194;365179;193.844
Eric Allin Cornell;Male;1961;San Francisco-Bay Area;United States;North America;Physicist;Natural Sciences;Science & Technology;36;432167;12005;193.834
Adewale Akinnuoye-Agbaje;Male;1967;Islington;United Kingdom;Europe;Actor;Film And Theatre;Arts;29;4195274;144665;193.813
John Dolmayan;Male;1973;Beirut;Lebanon;Asia;Musician;Music;Arts;31;2588668;83505;19.381
Mark Shuttleworth;Male;1973;Welkom;South Africa;Africa;Businessperson;Business;Business & Law;48;1987096;41398;193.792
Fred Durst;Male;1970;Jacksonville;United States;North America;Musician;Music;Arts;26;6217597;239138;193.781
Doris Leuthard;Female;1963;Merenschwand;Switzerland;Europe;Politician;Government;Institutions;33;645234;19553;193.747
Milo Ventimiglia;Male;1977;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;33;9533949;288908;19.372
Ollanta Humala;Male;1962;Lima;Peru;South America;Politician;Government;Institutions;47;2027614;43141;193.693
Prince Andrew, Duke of York;Male;1960;London;United Kingdom;Europe;Nobleman;Government;Institutions;36;1025491;28486;193.673
Christopher A. Sims;Male;1942;Washington, D.C.;United States;North America;Economist;Social Sciences;Science & Technology;29;258095;8900;193.646
Matti Nykänen;Male;1963;Jyväskylä;Finland;Europe;Skier;Individual Sports;Sports;27;1409326;52197;193.643
Guy Pearce;Male;1967;Ely;United Kingdom;Europe;Actor;Film And Theatre;Arts;32;8890713;277835;193.634
Leonardo Araújo;Male;1969;Niterói;Brazil;South America;Coach;Team Sports;Sports;32;3230236;100945;193.633
Jason Bateman;Male;1969;Lower Hudson Valley;United States;North America;Actor;Film And Theatre;Arts;47;10553170;224536;193.629
Seann William Scott;Male;1976;Cottage Grove;United States;North America;Actor;Film And Theatre;Arts;38;10925654;287517;19.361
Linda Evangelista;Female;1965;St. Catharines;Canada;North America;Model;Media Personality;Public Figure;28;3645442;130194;193.587
Eugène Terre'Blanche;Male;1941;Ventersdorp;South Africa;Africa;Social Activist;Activism;Public Figure;27;1005843;37253;193.571
Nelson de Jesus Silva;Male;1973;Irará;Brazil;South America;Soccer Player;Team Sports;Sports;40;1900007;47500;193.554
Rebecca Romijn;Female;1972;San Francisco-Bay Area;United States;North America;Actor;Film And Theatre;Arts;36;10060376;279455;193.539
Shaukat Aziz;Male;1949;Karachi;Pakistan;Asia;Politician;Government;Institutions;31;343543;11082;193.536
Gackt;Male;1973;Okinawa Prefecture;Japan;Asia;Musician;Music;Arts;28;8514640;304094;193.528
Natasha Richardson;Female;1963;Marylebone;United Kingdom;Europe;Actor;Film And Theatre;Arts;38;13795836;363048;193.515
Mohamed Ould Abdel Aziz;Male;1956;Akjoujt;Mauritania;Africa;Politician;Government;Institutions;28;467652;16702;193.449
Teófilo Stevenson;Male;1952;Puerto Padre;Cuba;North America;Boxer;Individual Sports;Sports;33;671068;20335;193.437
Ian Khama;Male;1953;Chertsey;United Kingdom;Africa;Politician;Government;Institutions;36;540118;15003;193.399
Ivars Godmanis;Male;1951;Riga;Latvia;Europe;Politician;Government;Institutions;29;226204;7800;193.397
Emma Watson;Female;1990;Paris;France;Europe;Actor;Film And Theatre;Arts;76;46840359;616321;193.355
Allen Iverson;Male;1975;Hampton;United States;North America;Basketball Player;Team Sports;Sports;39;13079686;335377;193.346
Elijah Wood;Male;1981;Cedar Rapids;United States;North America;Actor;Film And Theatre;Arts;52;16049933;308653;193.328
Zé Roberto;Male;1974;São Paulo;Brazil;South America;Soccer Player;Team Sports;Sports;30;2179652;72655;193.296
Jerzy Dudek;Male;1973;Rybnik;Poland;Europe;Soccer Player;Team Sports;Sports;39;2749266;70494;193.264
Diego Forlán;Male;1979;Montevideo;Uruguay;South America;Soccer Player;Team Sports;Sports;54;10698854;198127;193.264
Elliott Smith;Male;1969;Omaha;United States;North America;Musician;Music;Arts;29;5959507;205500;193.254
Rick Riordan;Male;1964;San Antonio;United States;North America;Writer;Language;Humanities;29;3825118;131901;193.247
John Mayer;Male;1977;Bridgeport;United States;North America;Musician;Music;Arts;35;17693918;505541;193.219
Tara Reid;Female;1975;Wyckoff;United States;North America;Actor;Film And Theatre;Arts;33;10921560;330956;19.321
Thomas Häßler;Male;1966;Berlin;Germany;Europe;Soccer Player;Team Sports;Sports;29;901153;31074;193.201
Andrés Iniesta;Male;1984;Fuentealbilla;Spain;Europe;Soccer Player;Team Sports;Sports;69;12143288;175990;193.173
Claire Forlani;Female;1972;Twickenham;United Kingdom;Europe;Actor;Film And Theatre;Arts;29;6242971;215275;193.163
Xabi Alonso;Male;1981;Tolosa;Spain;Europe;Soccer Player;Team Sports;Sports;62;9606430;154942;193.156
Kristen Bell;Female;1980;Huntington Woods;United States;North America;Actor;Film And Theatre;Arts;45;21506575;477924;193.067
M. Night Shyamalan;Male;1970;Mahé;India;Asia;Film Director;Film And Theatre;Arts;39;10631049;272591;193.043
Nancy Cartwright;Female;1957;Dayton;United States;North America;Actor;Film And Theatre;Arts;27;2608651;96617;193.019
Simon Pegg;Male;1970;Brockworth;United Kingdom;Europe;Writer;Language;Humanities;31;11129845;359027;192.964
Pierre Nkurunziza;Male;1963;Bujumbura;Burundi;Africa;Politician;Government;Institutions;40;361550;9039;192.955
David Trézéguet;Male;1977;Rouen;France;Europe;Soccer Player;Team Sports;Sports;46;5138258;111701;192.945
Paul Scholes;Male;1974;Manchester;United Kingdom;Europe;Soccer Player;Team Sports;Sports;52;6563060;126213;192.941
Kevin Carter;Male;1960;Johannesburg;South Africa;Africa;Journalist;Language;Humanities;26;4482777;172415;192.875
Naomi Klein;Female;1970;Montreal;Canada;North America;Writer;Language;Humanities;30;2313538;77118;192.793
Emmanuel Petit;Male;1970;Dieppe;France;Europe;Soccer Player;Team Sports;Sports;31;1741710;56184;192.791
Marjane Satrapi;Female;1969;Rasht;Iran;Asia;Comic Artist;Design;Arts;29;2024137;69798;192.781
Marco Pantani;Male;1970;Cesena;Italy;Europe;Cyclist;Individual Sports;Sports;31;2961686;95538;192.746
Letizia, Princess of Asturias;Female;1972;Oviedo;Spain;Europe;Nobleman;Government;Institutions;37;2271943;61404;192.731
Gennaro Gattuso;Male;1978;Corigliano Calabro;Italy;Europe;Soccer Player;Team Sports;Sports;48;5594568;116554;192.717
Robinho;Male;1984;São Vicente;Brazil;South America;Soccer Player;Team Sports;Sports;54;11302903;209313;192.716
Katarina Witt;Female;1965;Staaken;Germany;Europe;Skater;Individual Sports;Sports;26;2970545;114252;192.704
Eiichiro Oda;Male;1975;Kumamoto;Japan;Asia;Comic Artist;Design;Arts;29;6143775;211854;192.699
Marine Le Pen;Female;1968;Neuilly-sur-Seine;France;Europe;Politician;Government;Institutions;61;3799083;62280;192.696
Gabriela Sabatini;Female;1970;Buenos Aires;Argentina;South America;Tennis Player;Individual Sports;Sports;35;2568583;73388;192.683
Maria Schneider;Female;1952;Paris;France;Europe;Actor;Film And Theatre;Arts;31;412946;13321;192.672
Bill Maher;Male;1956;New York;United States;North America;Actor;Film And Theatre;Arts;31;6239410;201271;192.659
Vanessa Hudgens;Female;1988;Salinas;United States;North America;Actor;Film And Theatre;Arts;59;34030925;576795;192.657
Frederik, Crown Prince of Denmark;Male;1968;Copenhagen;Denmark;Europe;Nobleman;Government;Institutions;34;992999;29206;192.639
Michaëlle Jean;Female;1957;Port-au-Prince;Haiti;North America;Journalist;Language;Humanities;35;1738223;49664;192.628
Alicia Silverstone;Female;1976;San Francisco-Bay Area;United States;North America;Actor;Film And Theatre;Arts;37;9833870;265780;192.588
Franka Potente;Female;1974;Dülmen;Germany;Europe;Actor;Film And Theatre;Arts;36;4314216;119839;192.575
PJ Harvey;Female;1969;Bridport;United Kingdom;Europe;Musician;Music;Arts;33;4248512;128743;192.572
Tony Jaa;Male;1976;Surin Province;Thailand;Asia;Actor;Film And Theatre;Arts;27;6596935;244331;192.569
Dominic Monaghan;Male;1976;Berlin;Germany;Europe;Actor;Film And Theatre;Arts;43;8290861;192811;192.558
Eddie Izzard;Male;1962;Aden;United Kingdom;Europe;Actor;Film And Theatre;Arts;40;6410965;160274;192.537
Demi Lovato;Female;1992;Albuquerque;United States;North America;Singer;Music;Arts;84;53414996;635893;192.511
José Maria Neves;Male;1960;Santa Catarina;Cape Verde;Africa;Politician;Government;Institutions;29;160239;5525;192.509
Gael García Bernal;Male;1978;Guadalajara;Mexico;North America;Actor;Film And Theatre;Arts;43;5897360;137148;192.494
Michael Owen;Male;1979;Chester;United Kingdom;Europe;Soccer Player;Team Sports;Sports;57;11137962;195403;192.481
Ayaan Hirsi Ali;Female;1969;Mogadishu;Somalia;Africa;Philosopher;Philosophy;Humanities;36;3098782;86077;192.462
Eric Dane;Male;1972;San Francisco-Bay Area;United States;North America;Actor;Film And Theatre;Arts;26;7010203;269623;192.417
Emerson Ferreira da Rosa;Male;1976;Pelotas;Brazil;South America;Soccer Player;Team Sports;Sports;35;1646716;47049;192.409
Mikhail Kasyanov;Male;1957;Moscow;Russia;Europe;Politician;Government;Institutions;28;318213;11365;192.375
Mustafa Abdul Jalil;Male;1952;Al Bayda';Libyan Arab Jamahiriya;Africa;Politician;Government;Institutions;29;809114;27900;192.363
Ryan Phillippe;Male;1974;New Castle;United States;North America;Actor;Film And Theatre;Arts;31;9565724;308572;192.356
Jens Böhrnsen;Male;1949;Bremen;Germany;Europe;Politician;Government;Institutions;26;341068;13118;192.323
Tuomas Holopainen;Male;1976;Kitee;Finland;Europe;Musician;Music;Arts;31;1919477;61919;192.293
Meles Zenawi;Male;1955;Adwa;Ethiopia;Africa;Politician;Government;Institutions;52;1571801;30227;19.227
Chris Tucker;Male;1971;Atlanta;United States;North America;Actor;Film And Theatre;Arts;33;8690866;263360;192.267
Daniel Dae Kim;Male;1968;Busan;South Korea;Asia;Actor;Film And Theatre;Arts;28;3483530;124412;192.251
Oliver Riedel;Male;1971;Schwerin;Germany;Europe;Musician;Music;Arts;26;1757988;67615;192.249
Kristen Stewart;Female;1990;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;58;55438548;955837;192.244
Michael S. Dell;Male;1965;Houston;United States;North America;Businessperson;Business;Business & Law;34;3021594;88870;192.236
Robert Pirès;Male;1973;Reims;France;Europe;Soccer Player;Team Sports;Sports;39;2846742;72993;192.155
Aleksandr Dedyushko;Male;1962;Vawkavysk;Belarus;Europe;Actor;Film And Theatre;Arts;42;92987;2214;192.125
Yousaf Raza Gillani;Male;1952;Multan;Pakistan;Asia;Politician;Government;Institutions;45;1064999;23667;192.114
Andreas Möller;Male;1967;Frankfurt;Germany;Europe;Soccer Player;Team Sports;Sports;28;1015446;36266;192.092
Lil Jon;Male;1971;Atlanta;United States;North America;Singer;Music;Arts;29;6146344;211943;192.049
Ricardo Quaresma;Male;1983;Vila Nova de Famalicão;Portugal;Europe;Soccer Player;Team Sports;Sports;41;8251062;201245;192.032
Javier Aguirre;Male;1958;Mexico City;Mexico;North America;Coach;Team Sports;Sports;26;901400;34669;192.028
Julia Louis-Dreyfus;Female;1961;New York;United States;North America;Actor;Film And Theatre;Arts;28;7680588;274307;192.023
V. V. Giri;Male;1894;Berhampur;India;Asia;Politician;Government;Institutions;29;392576;13537;19.2
Jarno Trulli;Male;1974;Pescara;Italy;Europe;Racecar Driver;Individual Sports;Sports;40;1378880;34472;191.996
Ashley Judd;Female;1968;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;32;9774675;305459;191.974
Natalie Imbruglia;Female;1975;Sydney;Australia;Oceania;Singer;Music;Arts;35;6358970;181685;191.952
Markus Merk;Male;1962;Kaiserslautern;Germany;Europe;Referee;Team Sports;Sports;26;531598;20446;191.929
Joseba Sarrionandia;Male;1958;Iurreta;Spain;Europe;Writer;Language;Humanities;32;237168;7412;191.923
Rick Rubin;Male;1963;Long Island;United States;North America;Producer;Business;Business & Law;29;6005905;207100;191.922
Andrea Pirlo;Male;1979;Flero;Italy;Europe;Soccer Player;Team Sports;Sports;57;10605858;186068;191.907
Iveta Radičová;Female;1956;Bratislava;Slovakia;Europe;Politician;Government;Institutions;32;440214;13757;191.858
Dileita Mohamed Dileita;Male;1958;Tadjoura;Djibouti;Africa;Politician;Government;Institutions;26;131587;5061;191.855
Paul Giamatti;Male;1967;New Haven;United States;North America;Actor;Film And Theatre;Arts;33;5657644;171444;191.851
David James;Male;1970;Welwyn Garden City;United Kingdom;Europe;Soccer Player;Team Sports;Sports;35;800329;22867;191.818
Mike Powell;Male;1963;Philadelphia;United States;North America;Athlete;Individual Sports;Sports;30;677076;22569;191.808
Florence Griffith-Joyner;Female;1959;Los Angeles;United States;North America;Athlete;Individual Sports;Sports;36;4474945;124304;191.806
Carola Häggkvist;Female;1966;Stockholm;Sweden;Europe;Singer;Music;Arts;28;1041044;37180;191.792
Claudio Caniggia;Male;1967;Henderson;Argentina;South America;Soccer Player;Team Sports;Sports;31;2189722;70636;191.788
Olli Rehn;Male;1962;Mikkeli;Finland;Europe;Politician;Government;Institutions;29;609002;21000;191.776
Ali Daei;Male;1969;Ardabil;Iran;Asia;Soccer Player;Team Sports;Sports;30;1827376;60913;191.768
Suzanne Collins;Female;1962;Hartford;United States;North America;Writer;Language;Humanities;34;4887277;143743;191.715
Marita Koch;Female;1957;Wismar;Germany;Europe;Athlete;Individual Sports;Sports;28;680012;24286;191.684
Matt Hardy;Male;1974;Cameron;United States;North America;Wrestler;Individual Sports;Sports;31;8889713;286765;191.675
Enda Kenny;Male;1951;Castlebar;Ireland;Europe;Politician;Government;Institutions;39;840828;21560;191.659
Santiago Cañizares;Male;1969;Madrid;Spain;Europe;Soccer Player;Team Sports;Sports;30;1636046;54535;191.635
Nichi Vendola;Male;1958;Terlizzi;Italy;Europe;Politician;Government;Institutions;44;1080753;24563;191.587
Ernest Bai Koroma;Male;1953;Makeni;Sierra Leone;Africa;Politician;Government;Institutions;29;400057;13795;191.551
Katie Holmes;Female;1978;Toledo;United States;North America;Actor;Film And Theatre;Arts;47;18181174;386833;191.549
David Petraeus;Male;1952;Lower Hudson Valley;United States;North America;Military Personnel;Military;Institutions;38;6346004;167000;191.531
Mark Rutte;Male;1967;The Hague;Netherlands;Europe;Politician;Government;Institutions;57;1495114;26230;191.526
Robert Prosinečki;Male;1969;Villingen-Schwenningen;Germany;Europe;Coach;Team Sports;Sports;28;1425934;50926;191.474
Monica Lewinsky;Female;1973;San Francisco-Bay Area;United States;North America;Celebrity;Media Personality;Public Figure;37;11495952;310701;191.451
Ronald de Boer;Male;1970;Hoorn;Netherlands;Europe;Soccer Player;Team Sports;Sports;30;1219860;40662;191.443
Robert Fico;Male;1964;Topoľčany;Slovakia;Europe;Politician;Government;Institutions;38;674294;17745;19.141
Peter Facinelli;Male;1973;New York;United States;North America;Actor;Film And Theatre;Arts;26;8644048;332463;191.377
Mike Dirnt;Male;1972;San Francisco-Bay Area;United States;North America;Musician;Music;Arts;38;3464454;91170;191.358
Dido;Female;1971;London;United Kingdom;Europe;Musician;Music;Arts;45;1363231;30294;191.341
Viswanathan Anand;Male;1969;Chennai;India;Asia;Chessmaster;Individual Sports;Sports;66;4159738;63026;191.325
Marlon Wayans;Male;1972;New York;United States;North America;Actor;Film And Theatre;Arts;28;8460913;302175;191.297
Jason Mraz;Male;1977;Mechanicsville;United States;North America;Musician;Music;Arts;38;11727062;308607;19.129
Anna Gavalda;Female;1970;Boulogne-Billancourt;France;Europe;Writer;Language;Humanities;27;1277544;47316;191.282
Mswati III of Swaziland;Male;1968;Manzini;Swaziland;Africa;Politician;Government;Institutions;42;1142269;27197;191.263
Gjorgje Ivanov;Male;1960;Valandovo;Republic Of Macedonia;Europe;Politician;Government;Institutions;42;277406;6605;191.247
John Gurdon;Male;1933;Other;United Kingdom;Europe;Biologist;Natural Sciences;Science & Technology;39;504968;12948;191.228
Clyde Drexler;Male;1962;New Orleans;United States;North America;Basketball Player;Team Sports;Sports;29;2229958;76895;191.206
Blake Clark;Male;1946;Macon;United States;North America;Actor;Film And Theatre;Arts;28;1051680;37560;191.189
Lloyd Shapley;Male;1923;Boston;United States;North America;Mathematician;Math;Science & Technology;30;296920;9897;191.178
Fernando Morientes;Male;1976;Cáceres;Spain;Europe;Soccer Player;Team Sports;Sports;35;3135832;89595;191.155
Alejandro Amenábar;Male;1972;Santiago;Chile;Europe;Film Director;Film And Theatre;Arts;30;1760279;58676;191.119
Abu Musab al-Zarqawi;Male;1966;Zarqa;Jordan;Asia;Writer;Language;Humanities;44;1942203;44141;191.104
David Arquette;Male;1971;Bentonville;United States;North America;Actor;Film And Theatre;Arts;29;8248931;284446;191.104
Yang Liwei;Male;1965;Suizhong;China;Asia;Astronaut;Explorers;Exploration;32;485598;15175;191.102
David Spade;Male;1964;Birmingham;United States;North America;Actor;Film And Theatre;Arts;27;5949391;220348;191.097
Ludacris;Male;1977;Urbana-Champaign;United States;North America;Musician;Music;Arts;37;18292016;494379;191.063
Banksy;Male;1974;Bristol;United Kingdom;Europe;Artist;Fine Arts;Arts;42;17615092;419407;19.106
Sarah McLachlan;Female;1968;Halifax Regional Municipality;Canada;North America;Musician;Music;Arts;29;4693475;161844;191.016
John Galliano;Male;1960;Gibraltar;Gibraltar;Europe;Fashion Designer;Design;Arts;26;3654550;140560;190.964
Wladimir Klitschko;Male;1976;Semey;Kazakhstan;Asia;Boxer;Individual Sports;Sports;34;17489664;514402;190.957
Kevin Smith;Male;1970;Red Bank;United States;North America;Film Director;Film And Theatre;Arts;30;8570562;285685;190.955
Toni Braxton;Female;1967;Severn;United States;North America;Singer;Music;Arts;31;7255193;234038;190.943
Alexis Bledel;Female;1981;Houston;United States;North America;Actor;Film And Theatre;Arts;37;12673381;342524;190.933
Brian Greene;Male;1963;New York;United States;North America;Physicist;Natural Sciences;Science & Technology;31;1878364;60592;190.893
François Ozon;Male;1967;Paris;France;Europe;Film Director;Film And Theatre;Arts;29;1274772;43958;190.878
Gianluca Zambrotta;Male;1977;Como;Italy;Europe;Soccer Player;Team Sports;Sports;43;3041110;70723;190.874
Monica Seles;Female;1973;Novi Sad;Serbia;Europe;Tennis Player;Individual Sports;Sports;46;5387471;117119;190.869
Gabdulkhay Akhatov;Male;1927;Tatarstan;Russia;Europe;Linguist;Language;Humanities;31;39233;1266;190.845
Arvydas Sabonis;Male;1964;Kaunas;Lithuania;Europe;Basketball Player;Team Sports;Sports;28;1673395;59764;190.838
Jim Cummings;Male;1952;Youngstown;United States;North America;Actor;Film And Theatre;Arts;26;3127225;120278;190.822
Leszek Engelking;Male;1955;Bytom;Poland;Europe;Writer;Language;Humanities;32;103930;3248;190.767
Lawrence Lessig;Male;1961;Rapid City;United States;North America;Lawyer;Law;Business & Law;33;1255486;38045;190.739
Mira Sorvino;Female;1967;New York;United States;North America;Actor;Film And Theatre;Arts;32;4418257;138071;190.728
Mauricio Funes;Male;1959;San Salvador;El Salvador;North America;Journalist;Language;Humanities;41;790275;19275;190.724
Jennifer Morrison;Female;1979;Chicago;United States;North America;Actor;Film And Theatre;Arts;37;13528835;365644;190.721
Carlos Tévez;Male;1984;Buenos Aires;Argentina;South America;Soccer Player;Team Sports;Sports;57;11898406;208744;190.705
Fat Joe;Male;1970;New York;United States;North America;Singer;Music;Arts;27;7311191;270785;190.648
Demetrio Albertini;Male;1971;Besana in Brianza;Italy;Europe;Soccer Player;Team Sports;Sports;30;1012155;33739;190.623
Katherine Moennig;Female;1977;Philadelphia;United States;North America;Actor;Film And Theatre;Arts;29;4845215;167076;190.511
Daniel Radcliffe;Male;1989;Fulham;United Kingdom;Europe;Actor;Film And Theatre;Arts;77;31810849;413128;190.496
Ricky Gervais;Male;1961;Reading;United Kingdom;Europe;Actor;Film And Theatre;Arts;29;9305205;320869;190.486
Sophia Bush;Female;1982;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;34;13315376;391629;190.483
Henry Ian Cusick;Male;1967;Trujillo;Peru;South America;Actor;Film And Theatre;Arts;29;2708008;93380;190.472
Taylor Swift;Female;1989;Reading;United States;North America;Actor;Film And Theatre;Arts;68;58688243;863062;190.466
Angelo Peruzzi;Male;1970;Blera;Italy;Europe;Soccer Player;Team Sports;Sports;28;1038152;37077;190.451
Dwight Yorke;Male;1971;Canaan;Trinidad And Tobago;North America;Soccer Player;Team Sports;Sports;38;2586288;68060;19.042
David J. Wineland;Male;1944;Milwaukee;United States;North America;Physicist;Natural Sciences;Science & Technology;39;334447;8576;190.412
Joseph Kabila;Male;1971;Fizi Territory;;Africa;Politician;Government;Institutions;43;1704710;39644;190.411
Alexander Mackenzie;Male;1822;Logierait;United Kingdom;Europe;Politician;Government;Institutions;26;448234;17240;190.403
Lauryn Hill;Female;1975;East Orange;United States;North America;Musician;Music;Arts;27;11182058;414150;19.04
Hashim Thaci;Male;1968;Skenderaj;Serbia;Europe;Politician;Government;Institutions;45;886990;19711;190.349
Nambaryn Enkhbayar;Male;1958;Ulan Bator;Mongolia;Asia;Politician;Government;Institutions;29;279702;9645;190.292
Gore Verbinski;Male;1964;Oak Ridge;United States;North America;Film Director;Film And Theatre;Arts;28;1941780;69349;190.235
Roberto Donadoni;Male;1963;Cisano Bergamasco;Italy;Europe;Coach;Team Sports;Sports;28;1383238;49401;190.219
Mark Hoppus;Male;1972;Ridgecrest;United States;North America;Musician;Music;Arts;33;5100344;154556;190.186
Geri Halliwell;Female;1972;Watford;United Kingdom;Europe;Singer;Music;Arts;34;6740550;198251;190.141
Paul Rudd;Male;1969;Passaic;United States;North America;Actor;Film And Theatre;Arts;29;12438992;428931;190.121
Shavo Odadjian;Male;1974;Yerevan;Armenia;Asia;Musician;Music;Arts;31;2725519;87920;190.112
Arjen Robben;Male;1984;Bedum;Netherlands;Europe;Soccer Player;Team Sports;Sports;58;12987276;223919;190.101
Jeri Ryan;Female;1968;Munich;Germany;Europe;Actor;Film And Theatre;Arts;26;6088845;234186;190.076
Rachel Bilson;Female;1981;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;31;13360925;430998;190.072
Alexey Pazhitnov;Male;1956;Moscow;Russia;Europe;Computer Scientist;Computer Science;Science & Technology;29;829677;28610;190.038
Joshua Jackson;Male;1978;Vancouver;Canada;North America;Actor;Film And Theatre;Arts;31;9380359;302592;190.015
Álvaro Recoba;Male;1976;Montevideo;Uruguay;South America;Soccer Player;Team Sports;Sports;35;2410799;68880;190.011
Emily Deschanel;Female;1976;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;36;14219096;394975;189.996
Anna Netrebko;Female;1971;Krasnodar;Russia;Europe;Singer;Music;Arts;29;1862672;64230;189.938
Ben Browder;Male;1962;Memphis;United States;North America;Actor;Film And Theatre;Arts;26;1453350;55898;189.927
Christopher A. Pissarides;Male;1948;Nicosia;Cyprus;Asia;Economist;Social Sciences;Science & Technology;30;317549;10585;189.924
Jan Koller;Male;1973;Prague;Czech Republic;Europe;Soccer Player;Team Sports;Sports;35;2071149;59176;189.907
Zillur Rahman;Male;1929;Bhairab Upazila;Bangladesh;Asia;Politician;Government;Institutions;28;401614;14343;189.901
Laurent Fignon;Male;1960;Montmartre;France;Europe;Cyclist;Individual Sports;Sports;27;1320243;48898;189.876
Pauleta;Male;1973;Ponta Delgada;Portugal;Europe;Soccer Player;Team Sports;Sports;32;1745220;54538;189.875
Ryan Gosling;Male;1980;London;Canada;North America;Actor;Film And Theatre;Arts;37;31058128;839409;189.767
Malam Bacai Sanhá;Male;1947;Quinara Region;Guinea-Bissau;Africa;Politician;Government;Institutions;34;329084;9679;189.763
Thomas Muster;Male;1967;Leibnitz;Austria;Europe;Tennis Player;Individual Sports;Sports;32;1045442;32670;189.749
Ralf Schumacher;Male;1975;Hürth;Germany;Europe;Racecar Driver;Individual Sports;Sports;41;2388016;58244;189.739
Tré Cool;Male;1972;Frankfurt;Germany;Europe;Musician;Music;Arts;36;2903494;80653;189.599
Eva Green;Female;1980;Paris;France;Europe;Actor;Film And Theatre;Arts;42;15136344;360389;189.593
Nicki Minaj;Female;1982;Saint James;Trinidad And Tobago;North America;Singer;Music;Arts;53;59132166;1115701;189.572
Sébastien Loeb;Male;1974;Haguenau;France;Europe;Racecar Driver;Individual Sports;Sports;38;3197132;84135;189.544
Taylor Lautner;Male;1992;Grand Rapids;United States;North America;Actor;Film And Theatre;Arts;111;40302818;363088;189.533
Sami Hyypiä;Male;1973;Porvoo;Finland;Europe;Soccer Player;Team Sports;Sports;39;2175554;55783;189.505
Portia Simpson-Miller;Female;1945;Wood Hall;Jamaica;North America;Politician;Government;Institutions;31;576818;18607;189.491
Nawaz Sharif;Male;1949;Lahore;Pakistan;Asia;Politician;Government;Institutions;36;1961727;54492;189.482
Christian Karembeu;Male;1970;Lifou;New Caledonia;Europe;Soccer Player;Team Sports;Sports;26;1716763;66029;189.475
Giancarlo Fisichella;Male;1973;Rome;Italy;Europe;Racecar Driver;Individual Sports;Sports;44;1607839;36542;189.434
Bernie Mac;Male;1957;Chicago;United States;North America;Actor;Film And Theatre;Arts;30;10649218;354974;189.425
